PERSON_ID,PLAYER_NAME,SEASON,ROUND_NUMBER,ROUND_PICK,OVERALL_PICK,DRAFT_TYPE,TEAM_ID_x,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION_x,ORGANIZATION,ORGANIZATION_TYPE,PLAYER_PROFILE_FLAG,Draft Year,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID_y,TEAM_ABBREVIATION_y,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Unique_Teams_Played_For,Traded_Status,Custom_BPM
1631207,Dalen Terry,2022,1,18,18,Draft,1610612741,Chicago,Bulls,CHI,Arizona State,College/University,1,2022,1631207,2023-24,0,1610612741,CHI,21.0,59,2.0,681.0,69,157,0.439,17.0,74.0,0.23,25,43,0.581,29.0,84.0,113.0,81,27.0,18.0,32.0,81,180,1,Not Traded,5.339898305084747
1628970,Miles Bridges,2018,1,12,12,Draft,1610612746,LA,Clippers,LAC,Michigan State,College/University,1,2018,1628970,2018-19,0,1610612766,CHA,21.0,80,25.0,1696.0,237,511,0.464,65.0,200.0,0.325,58,77,0.753,67.0,256.0,323.0,95,55.0,49.0,50.0,111,597,1,Not Traded,11.7862625
1630549,Day'Ron Sharpe,2021,1,29,29,Draft,1610612756,Phoenix,Suns,PHX,North Carolina,College/University,1,2021,1630549,2023-24,0,1610612751,BKN,22.0,61,1.0,921.0,168,294,0.571,4.0,15.0,0.267,75,123,0.61,161.0,228.0,389.0,85,24.0,44.0,70.0,131,415,1,Not Traded,12.637491803278687
1630549,Day'Ron Sharpe,2021,1,29,29,Draft,1610612756,Phoenix,Suns,PHX,North Carolina,College/University,1,2021,1630549,2021-22,0,1610612751,BKN,20.0,32,8.0,391.0,86,149,0.577,2.0,7.0,0.286,24,41,0.585,81.0,79.0,160.0,17,10.0,15.0,30.0,60,198,1,Not Traded,10.08734375
1630532,Franz Wagner,2021,1,8,8,Draft,1610612753,Orlando,Magic,ORL,Michigan,College/University,1,2021,1630532,2023-24,0,1610612753,ORL,22.0,72,72.0,2337.0,528,1096,0.482,94.0,334.0,0.281,271,319,0.85,72.0,309.0,381.0,269,76.0,28.0,137.0,168,1421,1,Not Traded,23.702166666666667
1630532,Franz Wagner,2021,1,8,8,Draft,1610612753,Orlando,Magic,ORL,Michigan,College/University,1,2021,1630532,2022-23,0,1610612753,ORL,21.0,80,80.0,2609.0,542,1118,0.485,130.0,360.0,0.361,271,322,0.842,70.0,259.0,329.0,283,77.0,17.0,167.0,183,1485,1,Not Traded,20.875787499999998
1630532,Franz Wagner,2021,1,8,8,Draft,1610612753,Orlando,Magic,ORL,Michigan,College/University,1,2021,1630532,2021-22,0,1610612753,ORL,20.0,79,79.0,2429.0,456,975,0.468,96.0,271.0,0.354,189,219,0.863,84.0,272.0,356.0,231,68.0,34.0,119.0,164,1197,1,Not Traded,18.76843037974684
1630228,Jonathan Kuminga,2021,1,7,7,Draft,1610612744,Golden State,Warriors,GSW,Ignite (G League),Other Team/Club,1,2021,1630228,2024-25,0,1610612744,GSW,22.0,41,10.0,1025.0,233,512,0.455,43.0,135.0,0.319,145,218,0.665,49.0,140.0,189.0,92,36.0,19.0,62.0,78,654,1,Not Traded,19.29031707317073
1630228,Jonathan Kuminga,2021,1,7,7,Draft,1610612744,Golden State,Warriors,GSW,Ignite (G League),Other Team/Club,1,2021,1630228,2023-24,0,1610612744,GSW,21.0,74,46.0,1949.0,456,862,0.529,53.0,165.0,0.321,223,299,0.746,92.0,263.0,355.0,163,55.0,36.0,122.0,169,1188,1,Not Traded,19.116972972972974
1630228,Jonathan Kuminga,2021,1,7,7,Draft,1610612744,Golden State,Warriors,GSW,Ignite (G League),Other Team/Club,1,2021,1630228,2022-23,0,1610612744,GSW,20.0,67,16.0,1394.0,261,497,0.525,54.0,146.0,0.37,90,138,0.652,70.0,161.0,231.0,125,41.0,31.0,95.0,157,666,1,Not Traded,12.30338805970149
1630228,Jonathan Kuminga,2021,1,7,7,Draft,1610612744,Golden State,Warriors,GSW,Ignite (G League),Other Team/Club,1,2021,1630228,2021-22,0,1610612744,GSW,19.0,70,12.0,1185.0,236,460,0.513,50.0,149.0,0.336,130,190,0.684,54.0,180.0,234.0,64,31.0,22.0,74.0,146,652,1,Not Traded,11.122214285714286
1630591,Jalen Suggs,2021,1,5,5,Draft,1610612753,Orlando,Magic,ORL,Gonzaga,College/University,1,2021,1630591,2024-25,0,1610612753,ORL,23.0,35,35.0,1002.0,197,481,0.41,76.0,242.0,0.314,97,110,0.882,23.0,118.0,141.0,129,51.0,33.0,102.0,98,567,1,Not Traded,19.507314285714283
1630591,Jalen Suggs,2021,1,5,5,Draft,1610612753,Orlando,Magic,ORL,Gonzaga,College/University,1,2021,1630591,2023-24,0,1610612753,ORL,23.0,75,75.0,2025.0,336,714,0.471,153.0,385.0,0.397,118,156,0.756,48.0,181.0,229.0,205,106.0,47.0,132.0,205,943,1,Not Traded,15.518400000000002
1630591,Jalen Suggs,2021,1,5,5,Draft,1610612753,Orlando,Magic,ORL,Gonzaga,College/University,1,2021,1630591,2022-23,0,1610612753,ORL,22.0,53,19.0,1246.0,186,444,0.419,66.0,202.0,0.327,86,119,0.723,55.0,106.0,161.0,155,67.0,27.0,94.0,120,524,1,Not Traded,13.10256603773585
1630591,Jalen Suggs,2021,1,5,5,Draft,1610612753,Orlando,Magic,ORL,Gonzaga,College/University,1,2021,1630591,2021-22,0,1610612753,ORL,21.0,48,45.0,1307.0,198,548,0.361,42.0,196.0,0.214,126,163,0.773,26.0,145.0,171.0,209,59.0,19.0,143.0,142,564,1,Not Traded,14.443291666666665
1630567,Scottie Barnes,2021,1,4,4,Draft,1610612761,Toronto,Raptors,TOR,Florida State,College/University,1,2021,1630567,2024-25,0,1610612761,TOR,23.0,60,60.0,1995.0,434,978,0.444,70.0,263.0,0.266,222,289,0.768,100.0,365.0,465.0,353,89.0,61.0,173.0,108,1160,1,Not Traded,27.728666666666673
1630567,Scottie Barnes,2021,1,4,4,Draft,1610612761,Toronto,Raptors,TOR,Florida State,College/University,1,2021,1630567,2023-24,0,1610612761,TOR,22.0,60,60.0,2094.0,447,942,0.475,101.0,296.0,0.341,196,251,0.781,141.0,353.0,494.0,363,75.0,88.0,165.0,118,1191,1,Not Traded,29.09808333333333
1630532,Franz Wagner,2021,1,8,8,Draft,1610612753,Orlando,Magic,ORL,Michigan,College/University,1,2021,1630532,2024-25,0,1610612753,ORL,23.0,55,55.0,1848.0,493,1066,0.462,93.0,317.0,0.293,253,293,0.863,53.0,260.0,313.0,258,68.0,20.0,132.0,138,1332,1,Not Traded,28.179963636363635
1630567,Scottie Barnes,2021,1,4,4,Draft,1610612761,Toronto,Raptors,TOR,Florida State,College/University,1,2021,1630567,2022-23,0,1610612761,TOR,21.0,77,76.0,2678.0,463,1016,0.456,63.0,224.0,0.281,190,246,0.772,179.0,333.0,512.0,371,83.0,61.0,154.0,170,1179,1,Not Traded,22.400623376623376
1630596,Evan Mobley,2021,1,3,3,Draft,1610612739,Cleveland,Cavaliers,CLE,Southern California,College/University,1,2021,1630596,2024-25,0,1610612739,CLE,23.0,66,66.0,2002.0,473,840,0.563,76.0,205.0,0.371,203,278,0.73,148.0,464.0,612.0,204,53.0,106.0,134.0,129,1225,1,Not Traded,27.583636363636362
1630596,Evan Mobley,2021,1,3,3,Draft,1610612739,Cleveland,Cavaliers,CLE,Southern California,College/University,1,2021,1630596,2023-24,0,1610612739,CLE,23.0,50,50.0,1532.0,320,552,0.58,22.0,59.0,0.373,123,171,0.719,111.0,357.0,468.0,160,45.0,72.0,90.0,134,785,1,Not Traded,25.14222
1630596,Evan Mobley,2021,1,3,3,Draft,1610612739,Cleveland,Cavaliers,CLE,Southern California,College/University,1,2021,1630596,2022-23,0,1610612739,CLE,22.0,79,79.0,2715.0,525,947,0.554,22.0,102.0,0.216,205,304,0.674,187.0,524.0,711.0,224,60.0,119.0,146.0,218,1277,1,Not Traded,24.79041772151899
1630596,Evan Mobley,2021,1,3,3,Draft,1610612739,Cleveland,Cavaliers,CLE,Southern California,College/University,1,2021,1630596,2021-22,0,1610612739,CLE,21.0,69,69.0,2331.0,422,830,0.508,23.0,92.0,0.25,167,252,0.663,143.0,427.0,570.0,174,56.0,115.0,133.0,147,1034,1,Not Traded,23.293739130434783
1630224,Jalen Green,2021,1,2,2,Draft,1610612745,Houston,Rockets,HOU,Ignite (G League),Other Team/Club,1,2021,1630224,2024-25,0,1610612745,HOU,23.0,75,75.0,2515.0,572,1342,0.426,221.0,626.0,0.353,258,316,0.816,43.0,308.0,351.0,257,64.0,24.0,188.0,118,1623,1,Not Traded,23.87688
1630224,Jalen Green,2021,1,2,2,Draft,1610612745,Houston,Rockets,HOU,Ignite (G League),Other Team/Club,1,2021,1630224,2023-24,0,1610612745,HOU,22.0,82,82.0,2601.0,563,1332,0.423,201.0,605.0,0.332,283,352,0.804,41.0,382.0,423.0,291,66.0,28.0,191.0,115,1610,1,Not Traded,22.89708536585366
1630224,Jalen Green,2021,1,2,2,Draft,1610612745,Houston,Rockets,HOU,Ignite (G League),Other Team/Club,1,2021,1630224,2022-23,0,1610612745,HOU,21.0,76,76.0,2602.0,566,1359,0.416,187.0,554.0,0.338,364,463,0.786,43.0,241.0,284.0,281,59.0,18.0,200.0,131,1683,1,Not Traded,23.133421052631576
1630224,Jalen Green,2021,1,2,2,Draft,1610612745,Houston,Rockets,HOU,Ignite (G League),Other Team/Club,1,2021,1630224,2021-22,0,1610612745,HOU,20.0,67,67.0,2138.0,406,954,0.426,157.0,458.0,0.343,188,236,0.797,33.0,193.0,226.0,176,44.0,18.0,135.0,103,1157,1,Not Traded,18.49673134328358
1630595,Cade Cunningham,2021,1,1,1,Draft,1610612765,Detroit,Pistons,DET,Oklahoma State,College/University,1,2021,1630595,2024-25,0,1610612765,DET,23.0,66,66.0,2321.0,631,1367,0.462,141.0,398.0,0.354,295,344,0.858,53.0,352.0,405.0,609,68.0,49.0,295.0,183,1698,1,Not Traded,30.68293939393939
1630595,Cade Cunningham,2021,1,1,1,Draft,1610612765,Detroit,Pistons,DET,Oklahoma State,College/University,1,2021,1630595,2023-24,0,1610612765,DET,22.0,62,62.0,2074.0,524,1167,0.449,119.0,335.0,0.355,238,274,0.869,33.0,235.0,268.0,464,56.0,22.0,212.0,153,1405,1,Not Traded,25.65740322580645
1630595,Cade Cunningham,2021,1,1,1,Draft,1610612765,Detroit,Pistons,DET,Oklahoma State,College/University,1,2021,1630595,2022-23,0,1610612765,DET,21.0,12,12.0,400.0,93,224,0.415,17.0,61.0,0.279,36,43,0.837,12.0,62.0,74.0,72,10.0,7.0,39.0,34,239,1,Not Traded,24.517083333333332
1630595,Cade Cunningham,2021,1,1,1,Draft,1610612765,Detroit,Pistons,DET,Oklahoma State,College/University,1,2021,1630595,2021-22,0,1610612765,DET,20.0,64,64.0,2088.0,429,1031,0.416,114.0,363.0,0.314,142,168,0.845,58.0,296.0,354.0,356,78.0,43.0,234.0,200,1114,1,Not Traded,21.615421874999996
1630217,Desmond Bane,2020,1,30,30,Draft,1610612738,Boston,Celtics,BOS,Texas Christian,College/University,1,2020,1630217,2024-25,0,1610612763,MEM,26.0,62,61.0,1966.0,435,898,0.484,142.0,364.0,0.39,158,179,0.883,59.0,320.0,379.0,339,74.0,26.0,154.0,150,1170,1,Not Traded,24.421322580645164
1630567,Scottie Barnes,2021,1,4,4,Draft,1610612761,Toronto,Raptors,TOR,Florida State,College/University,1,2021,1630567,2021-22,0,1610612761,TOR,20.0,74,74.0,2617.0,459,932,0.492,58.0,193.0,0.301,158,215,0.735,195.0,362.0,557.0,256,80.0,55.0,136.0,192,1134,1,Not Traded,22.454824324324324
1630549,Day'Ron Sharpe,2021,1,29,29,Draft,1610612756,Phoenix,Suns,PHX,North Carolina,College/University,1,2021,1630549,2022-23,0,1610612751,BKN,21.0,48,3.0,553.0,93,171,0.544,6.0,11.0,0.545,35,55,0.636,99.0,101.0,200.0,37,15.0,32.0,42.0,89,227,1,Not Traded,8.469333333333333
1630547,James Bouknight,2021,1,11,11,Draft,1610612766,Charlotte,Hornets,CHA,Connecticut,College/University,1,2021,1630547,2021-22,0,1610612766,CHA,21.0,31,0.0,304.0,49,141,0.348,17.0,49.0,0.347,27,31,0.871,22.0,30.0,52.0,26,7.0,1.0,15.0,29,142,1,Not Traded,5.6453870967741935
1630547,James Bouknight,2021,1,11,11,Draft,1610612766,Charlotte,Hornets,CHA,Connecticut,College/University,1,2021,1630547,2023-24,0,1610612766,CHA,23.0,14,0.0,81.0,18,41,0.439,13.0,30.0,0.433,1,2,0.5,1.0,8.0,9.0,6,1.0,1.0,2.0,3,50,1,Not Traded,3.939071428571429
1630560,Cam Thomas,2021,1,27,27,Draft,1610612751,Brooklyn,Nets,BKN,Louisiana State,College/University,1,2021,1630560,2024-25,0,1610612751,BKN,23.0,25,23.0,781.0,199,454,0.438,68.0,195.0,0.349,133,151,0.881,15.0,68.0,83.0,94,15.0,2.0,62.0,44,599,1,Not Traded,23.997319999999995
1630560,Cam Thomas,2021,1,27,27,Draft,1610612751,Brooklyn,Nets,BKN,Louisiana State,College/University,1,2021,1630560,2023-24,0,1610612751,BKN,22.0,66,51.0,2075.0,526,1190,0.442,144.0,396.0,0.364,286,334,0.856,28.0,186.0,214.0,192,45.0,16.0,124.0,138,1482,1,Not Traded,22.91719696969697
1630560,Cam Thomas,2021,1,27,27,Draft,1610612751,Brooklyn,Nets,BKN,Louisiana State,College/University,1,2021,1630560,2022-23,0,1610612751,BKN,21.0,57,4.0,948.0,201,456,0.441,51.0,133.0,0.383,151,174,0.868,8.0,87.0,95.0,78,20.0,7.0,63.0,55,604,1,Not Traded,10.797052631578948
1630560,Cam Thomas,2021,1,27,27,Draft,1610612751,Brooklyn,Nets,BKN,Louisiana State,College/University,1,2021,1630560,2021-22,0,1610612751,BKN,20.0,67,2.0,1176.0,218,503,0.433,47.0,174.0,0.27,87,105,0.829,16.0,145.0,161.0,78,33.0,8.0,55.0,66,570,1,Not Traded,10.074492537313432
1630543,Isaiah Jackson,2021,1,22,22,Draft,1610612747,Los Angeles,Lakers,LAL,Kentucky,College/University,1,2021,1630543,2024-25,0,1610612754,IND,23.0,5,1.0,84.0,14,23,0.609,0.0,0.0,0.0,7,14,0.5,11.0,17.0,28.0,5,3.0,8.0,5.0,14,35,1,Not Traded,13.152999999999997
1630543,Isaiah Jackson,2021,1,22,22,Draft,1610612747,Los Angeles,Lakers,LAL,Kentucky,College/University,1,2021,1630543,2023-24,0,1610612754,IND,22.0,60,3.0,771.0,155,233,0.665,0.0,4.0,0.0,73,102,0.716,94.0,144.0,238.0,50,34.0,61.0,39.0,137,383,1,Not Traded,10.599966666666667
1630543,Isaiah Jackson,2021,1,22,22,Draft,1610612747,Los Angeles,Lakers,LAL,Kentucky,College/University,1,2021,1630543,2022-23,0,1610612754,IND,21.0,63,12.0,1042.0,179,318,0.563,2.0,14.0,0.143,95,146,0.651,113.0,169.0,282.0,51,31.0,93.0,51.0,154,455,1,Not Traded,12.111873015873016
1630543,Isaiah Jackson,2021,1,22,22,Draft,1610612747,Los Angeles,Lakers,LAL,Kentucky,College/University,1,2021,1630543,2021-22,0,1610612754,IND,20.0,36,15.0,541.0,116,206,0.563,5.0,16.0,0.313,60,88,0.682,60.0,89.0,149.0,10,25.0,52.0,40.0,92,297,1,Not Traded,12.253472222222221
1630552,Jalen Johnson,2021,1,20,20,Draft,1610612737,Atlanta,Hawks,ATL,Duke,College/University,1,2021,1630552,2024-25,0,1610612737,ATL,23.0,36,36.0,1284.0,271,542,0.5,44.0,141.0,0.312,94,126,0.746,62.0,297.0,359.0,181,56.0,36.0,106.0,67,680,1,Not Traded,29.06786111111111
1630552,Jalen Johnson,2021,1,20,20,Draft,1610612737,Atlanta,Hawks,ATL,Duke,College/University,1,2021,1630552,2023-24,0,1610612737,ATL,22.0,56,52.0,1889.0,359,702,0.511,71.0,200.0,0.355,107,147,0.728,74.0,414.0,488.0,203,67.0,47.0,101.0,133,896,1,Not Traded,24.718160714285712
1630552,Jalen Johnson,2021,1,20,20,Draft,1610612737,Atlanta,Hawks,ATL,Duke,College/University,1,2021,1630552,2022-23,0,1610612737,ATL,21.0,70,6.0,1042.0,158,322,0.491,30.0,104.0,0.288,49,78,0.628,51.0,231.0,282.0,83,38.0,34.0,41.0,113,395,1,Not Traded,9.799785714285715
1630552,Jalen Johnson,2021,1,20,20,Draft,1610612737,Atlanta,Hawks,ATL,Duke,College/University,1,2021,1630552,2021-22,0,1610612737,ATL,20.0,22,0.0,120.0,22,41,0.537,3.0,13.0,0.231,5,7,0.714,2.0,24.0,26.0,3,3.0,2.0,9.0,9,52,1,Not Traded,3.0564545454545455
1630530,Trey Murphy III,2021,1,17,17,Draft,1610612763,Memphis,Grizzlies,MEM,Virginia,College/University,1,2021,1630530,2024-25,0,1610612740,NOP,24.0,53,51.0,1854.0,381,839,0.454,158.0,438.0,0.361,204,230,0.887,47.0,221.0,268.0,188,56.0,39.0,103.0,112,1124,1,Not Traded,25.12643396226415
1630547,James Bouknight,2021,1,11,11,Draft,1610612766,Charlotte,Hornets,CHA,Connecticut,College/University,1,2021,1630547,2022-23,0,1610612766,CHA,22.0,34,0.0,515.0,69,193,0.358,33.0,109.0,0.303,20,30,0.667,8.0,64.0,72.0,41,14.0,5.0,32.0,49,191,1,Not Traded,6.970882352941176
1630530,Trey Murphy III,2021,1,17,17,Draft,1610612763,Memphis,Grizzlies,MEM,Virginia,College/University,1,2021,1630530,2023-24,0,1610612740,NOP,24.0,57,23.0,1690.0,275,621,0.443,169.0,445.0,0.38,123,151,0.815,42.0,238.0,280.0,124,51.0,28.0,34.0,70,842,1,Not Traded,19.728929824561398
1630530,Trey Murphy III,2021,1,17,17,Draft,1610612763,Memphis,Grizzlies,MEM,Virginia,College/University,1,2021,1630530,2021-22,0,1610612740,NOP,22.0,62,1.0,864.0,109,277,0.394,71.0,186.0,0.382,45,51,0.882,47.0,100.0,147.0,38,23.0,7.0,16.0,60,334,1,Not Traded,7.41309677419355
1630578,Alperen Sengun,2021,1,16,16,Draft,1610612760,Oklahoma City,Thunder,OKC,Besiktas (Turkey),Other Team/Club,1,2021,1630578,2024-25,0,1610612745,HOU,22.0,71,71.0,2241.0,531,1068,0.497,21.0,89.0,0.236,275,398,0.691,246.0,498.0,744.0,345,80.0,58.0,183.0,200,1358,1,Not Traded,28.854281690140844
1630578,Alperen Sengun,2021,1,16,16,Draft,1610612760,Oklahoma City,Thunder,OKC,Besiktas (Turkey),Other Team/Club,1,2021,1630578,2023-24,0,1610612745,HOU,21.0,63,63.0,2046.0,527,982,0.537,33.0,111.0,0.297,244,352,0.693,183.0,406.0,589.0,312,76.0,46.0,162.0,211,1331,1,Not Traded,29.303190476190476
1630578,Alperen Sengun,2021,1,16,16,Draft,1610612760,Oklahoma City,Thunder,OKC,Besiktas (Turkey),Other Team/Club,1,2021,1630578,2022-23,0,1610612745,HOU,20.0,75,72.0,2171.0,442,799,0.553,19.0,57.0,0.333,206,288,0.715,242.0,436.0,678.0,291,70.0,70.0,193.0,258,1109,1,Not Traded,22.780026666666668
1630578,Alperen Sengun,2021,1,16,16,Draft,1610612760,Oklahoma City,Thunder,OKC,Besiktas (Turkey),Other Team/Club,1,2021,1630578,2021-22,0,1610612745,HOU,19.0,72,13.0,1489.0,249,525,0.474,29.0,117.0,0.248,165,232,0.711,138.0,255.0,393.0,185,59.0,68.0,145.0,214,692,1,Not Traded,14.557069444444446
1630557,Corey Kispert,2021,1,15,15,Draft,1610612764,Washington,Wizards,WAS,Gonzaga,College/University,1,2021,1630557,2024-25,0,1610612764,WAS,26.0,61,0.0,1602.0,255,565,0.451,120.0,330.0,0.364,75,88,0.852,36.0,145.0,181.0,103,26.0,14.0,64.0,98,705,1,Not Traded,13.172950819672131
1630557,Corey Kispert,2021,1,15,15,Draft,1610612764,Washington,Wizards,WAS,Gonzaga,College/University,1,2021,1630557,2023-24,0,1610612764,WAS,25.0,80,22.0,2067.0,386,794,0.486,184.0,480.0,0.383,114,157,0.726,30.0,195.0,225.0,156,41.0,16.0,98.0,141,1070,1,Not Traded,14.585275
1630557,Corey Kispert,2021,1,15,15,Draft,1610612764,Washington,Wizards,WAS,Gonzaga,College/University,1,2021,1630557,2022-23,0,1610612764,WAS,24.0,74,45.0,2093.0,291,585,0.497,163.0,384.0,0.424,75,88,0.852,33.0,174.0,207.0,87,32.0,9.0,55.0,97,820,1,Not Traded,12.564756756756758
1630557,Corey Kispert,2021,1,15,15,Draft,1610612764,Washington,Wizards,WAS,Gonzaga,College/University,1,2021,1630557,2021-22,0,1610612764,WAS,23.0,77,36.0,1801.0,234,514,0.455,112.0,320.0,0.35,54,62,0.871,53.0,156.0,209.0,85,35.0,22.0,50.0,93,634,1,Not Traded,10.367766233766234
1630541,Moses Moody,2021,1,14,14,Draft,1610612744,Golden State,Warriors,GSW,Arkansas,College/University,1,2021,1630541,2024-25,0,1610612744,GSW,22.0,66,26.0,1443.0,226,513,0.441,114.0,305.0,0.374,99,124,0.798,44.0,120.0,164.0,88,47.0,27.0,45.0,99,665,1,Not Traded,12.233318181818182
1630541,Moses Moody,2021,1,14,14,Draft,1610612744,Golden State,Warriors,GSW,Arkansas,College/University,1,2021,1630541,2023-24,0,1610612744,GSW,22.0,66,9.0,1156.0,194,420,0.462,72.0,200.0,0.36,73,93,0.785,65.0,131.0,196.0,57,42.0,24.0,44.0,90,533,1,Not Traded,10.626363636363639
1630541,Moses Moody,2021,1,14,14,Draft,1610612744,Golden State,Warriors,GSW,Arkansas,College/University,1,2021,1630541,2022-23,0,1610612744,GSW,21.0,63,3.0,817.0,108,227,0.476,49.0,135.0,0.363,37,53,0.698,28.0,77.0,105.0,51,18.0,7.0,34.0,54,302,1,Not Traded,5.962492063492063
1630541,Moses Moody,2021,1,14,14,Draft,1610612744,Golden State,Warriors,GSW,Arkansas,College/University,1,2021,1630541,2021-22,0,1610612744,GSW,20.0,52,11.0,607.0,80,183,0.437,40.0,110.0,0.364,28,36,0.778,17.0,63.0,80.0,23,7.0,10.0,13.0,43,228,1,Not Traded,5.46076923076923
1630530,Trey Murphy III,2021,1,17,17,Draft,1610612763,Memphis,Grizzlies,MEM,Virginia,College/University,1,2021,1630530,2022-23,0,1610612740,NOP,23.0,79,65.0,2448.0,387,800,0.484,202.0,497.0,0.406,172,190,0.905,59.0,222.0,281.0,112,89.0,43.0,61.0,155,1148,1,Not Traded,17.676620253164554
1629027,Trae Young,2018,1,5,5,Draft,1610612742,Dallas,Mavericks,DAL,Oklahoma,College/University,1,2018,1629027,2024-25,0,1610612737,ATL,26.0,69,69.0,2491.0,511,1248,0.409,194.0,580.0,0.334,444,508,0.874,32.0,185.0,217.0,796,81.0,11.0,330.0,134,1660,1,Not Traded,27.02127536231884
1631212,Peyton Watson,2022,1,30,30,Draft,1610612760,Oklahoma City,Thunder,OKC,California-Los Angeles,College/University,1,2022,1631212,2024-25,0,1610612743,DEN,22.0,62,16.0,1493.0,189,392,0.482,46.0,124.0,0.371,89,128,0.695,46.0,167.0,213.0,92,47.0,83.0,51.0,112,513,1,Not Traded,12.77025806451613
1628399,Tyler Lydon,2017,1,24,24,Draft,1610612762,Utah,Jazz,UTA,Syracuse,College/University,1,2017,1628399,2018-19,0,1610612743,DEN,23.0,25,0.0,94.0,9,18,0.5,4.0,10.0,0.4,1,3,0.333,7.0,11.0,18.0,6,2.0,0.0,4.0,10,23,1,Not Traded,1.45888
1628991,Jaren Jackson Jr.,2018,1,4,4,Draft,1610612763,Memphis,Grizzlies,MEM,Michigan State,College/University,1,2018,1628991,2022-23,0,1610612763,MEM,23.0,63,63.0,1788.0,416,822,0.506,100.0,282.0,0.355,241,306,0.788,108.0,318.0,426.0,60,65.0,189.0,107.0,227,1173,1,Not Traded,25.760492063492066
1628991,Jaren Jackson Jr.,2018,1,4,4,Draft,1610612763,Memphis,Grizzlies,MEM,Michigan State,College/University,1,2018,1628991,2023-24,0,1610612763,MEM,24.0,66,66.0,2124.0,516,1162,0.444,117.0,366.0,0.32,337,417,0.808,85.0,280.0,365.0,154,80.0,106.0,160.0,235,1486,1,Not Traded,26.393590909090907
1628991,Jaren Jackson Jr.,2018,1,4,4,Draft,1610612763,Memphis,Grizzlies,MEM,Michigan State,College/University,1,2018,1628991,2024-25,0,1610612763,MEM,25.0,67,67.0,1971.0,544,1098,0.495,130.0,343.0,0.379,286,368,0.777,81.0,292.0,373.0,139,85.0,107.0,141.0,230,1504,1,Not Traded,26.642985074626864
1629027,Trae Young,2018,1,5,5,Draft,1610612742,Dallas,Mavericks,DAL,Oklahoma,College/University,1,2018,1629027,2018-19,0,1610612737,ATL,20.0,81,81.0,2503.0,525,1256,0.418,156.0,482.0,0.324,343,414,0.829,64.0,237.0,301.0,653,72.0,15.0,308.0,140,1549,1,Not Traded,22.000753086419756
1629027,Trae Young,2018,1,5,5,Draft,1610612742,Dallas,Mavericks,DAL,Oklahoma,College/University,1,2018,1629027,2019-20,0,1610612737,ATL,21.0,60,60.0,2120.0,546,1249,0.437,205.0,568.0,0.361,481,559,0.86,32.0,223.0,255.0,560,65.0,8.0,289.0,104,1778,1,Not Traded,31.528616666666665
1629027,Trae Young,2018,1,5,5,Draft,1610612742,Dallas,Mavericks,DAL,Oklahoma,College/University,1,2018,1629027,2020-21,0,1610612737,ATL,22.0,63,63.0,2125.0,487,1112,0.438,136.0,397.0,0.343,484,546,0.886,38.0,207.0,245.0,594,53.0,12.0,261.0,111,1594,1,Not Traded,27.880952380952376
1628991,Jaren Jackson Jr.,2018,1,4,4,Draft,1610612763,Memphis,Grizzlies,MEM,Michigan State,College/University,1,2018,1628991,2021-22,0,1610612763,MEM,22.0,78,78.0,2126.0,430,1036,0.415,128.0,401.0,0.319,284,345,0.823,119.0,335.0,454.0,86,73.0,177.0,130.0,272,1272,1,Not Traded,21.890666666666668
1629027,Trae Young,2018,1,5,5,Draft,1610612742,Dallas,Mavericks,DAL,Oklahoma,College/University,1,2018,1629027,2021-22,0,1610612737,ATL,23.0,76,76.0,2652.0,711,1544,0.46,233.0,610.0,0.382,500,553,0.904,50.0,234.0,284.0,737,72.0,7.0,303.0,128,2155,1,Not Traded,30.704592105263156
1628369,Jayson Tatum,2017,1,3,3,Draft,1610612738,Boston,Celtics,BOS,Duke,College/University,1,2017,1628369,2024-25,0,1610612738,BOS,27.0,67,67.0,2439.0,622,1367,0.455,238.0,679.0,0.351,338,416,0.813,45.0,538.0,583.0,401,73.0,35.0,199.0,146,1820,1,Not Traded,34.055880597014934
1628369,Jayson Tatum,2017,1,3,3,Draft,1610612738,Boston,Celtics,BOS,Duke,College/University,1,2017,1628369,2023-24,0,1610612738,BOS,26.0,74,74.0,2645.0,672,1426,0.471,229.0,609.0,0.376,414,497,0.833,67.0,534.0,601.0,364,75.0,43.0,188.0,145,1987,1,Not Traded,33.05714864864865
1628369,Jayson Tatum,2017,1,3,3,Draft,1610612738,Boston,Celtics,BOS,Duke,College/University,1,2017,1628369,2022-23,0,1610612738,BOS,25.0,74,74.0,2732.0,727,1559,0.466,240.0,686.0,0.35,531,622,0.854,78.0,571.0,649.0,342,78.0,51.0,213.0,160,2225,1,Not Traded,36.09820270270271
1628369,Jayson Tatum,2017,1,3,3,Draft,1610612738,Boston,Celtics,BOS,Duke,College/University,1,2017,1628369,2021-22,0,1610612738,BOS,24.0,76,76.0,2731.0,708,1564,0.453,230.0,651.0,0.353,400,469,0.853,85.0,524.0,609.0,334,75.0,49.0,217.0,174,2046,1,Not Traded,32.32805263157894
